2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;0;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;4;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;108;stopped
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;144;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;528;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;556;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;748;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;828;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;900;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;944;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;980;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1000;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1036;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1052;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1188;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1232;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1340;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1412;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1432;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1544;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1552;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1560;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1568;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1684;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1700;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1708;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1776;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1808;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1816;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1860;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1920;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;1924;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2140;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2172;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2180;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2188;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2328;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2372;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2420;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2436;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2472;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2492;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2512;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2520;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2664;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2704;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2756;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2800;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2884;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2912;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;2932;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;3144;running
2023-02-15 18:04:47.965914;DESKTOP-COEI5A4;3168;running
